,team,season,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,penalitiesFor,penalitiesAgainst,confFinal
182,LAK,2013,Team Level,5on5,82,0.56,0.57,0.56,233073.0,2077.58,160.22,133.25,500.03,66.7,1157.07,875.73,155.49,161.89,157.12,1986.0,907.0,999.0,3892.0,131.0,171.0,23.0,474.0,83.0,952.0,1082.0,1855.0,2762.0,311.0,708.0,1868.0,2309.0,273.0,649.0,2265.0,496.0,132.0,61.37,61.94,36.91,56.0,49.0,26.0,3944.38,2893.0,2921.52,441.0,27.42,35.8,36.8,150.83,152.53,150.22,1646.51,128.35,107.25,394.45,52.84,897.55,683.57,124.38,127.9,123.96,1588.0,676.0,693.0,2957.0,104.0,108.0,19.0,381.0,58.0,741.0,872.0,1484.0,2160.0,306.0,704.0,1648.0,2150.0,359.0,618.0,1743.0,418.0,103.0,48.76,49.99,29.59,41.0,39.0,24.0,2932.33,2264.0,2252.6,445.0,22.13,22.34,24.35,126.12,125.68,123.96,,,yes
183,LAK,2013,Team Level,4on5,82,0.1,0.11,0.12,27799.0,56.62,5.32,2.66,7.41,1.63,16.29,46.69,5.28,5.32,5.28,58.0,22.0,11.0,91.0,6.0,1.0,0.0,6.0,0.0,11.0,56.0,52.0,74.0,11.0,22.0,245.0,169.0,34.0,75.0,56.0,19.0,5.0,1.45,2.4,1.47,2.0,4.0,0.0,91.0,80.0,80.0,73.0,0.62,0.03,0.03,5.9,5.9,5.86,406.67,46.91,36.74,85.78,13.19,251.8,136.59,43.64,46.91,43.64,385.0,186.0,160.0,731.0,47.0,44.0,8.0,68.0,23.0,209.0,180.0,338.0,524.0,18.0,41.0,256.0,65.0,18.0,87.0,421.0,87.0,63.0,10.44,10.38,26.09,5.0,9.0,33.0,731.0,571.0,571.0,16.0,9.34,8.98,9.8,46.45,46.45,44.59,,,yes
184,LAK,2013,Team Level,5on4,82,0.89,0.91,0.89,28453.0,420.2,45.23,38.2,88.3,13.91,262.57,138.79,41.95,45.23,41.95,406.0,181.0,201.0,788.0,38.0,56.0,6.0,77.0,21.0,211.0,184.0,368.0,549.0,24.0,48.0,283.0,62.0,17.0,110.0,415.0,114.0,58.0,9.81,13.6,21.83,5.0,10.0,23.0,788.0,587.0,587.0,8.0,9.68,10.75,10.3,44.62,44.62,42.52,49.87,5.35,2.67,6.12,1.4,14.24,43.23,5.18,5.35,5.18,53.0,20.0,9.0,82.0,5.0,3.0,0.0,5.0,1.0,13.0,46.0,48.0,68.0,7.0,14.0,241.0,76.0,44.0,78.0,52.0,13.0,8.0,1.46,1.84,2.05,2.0,3.0,0.0,82.0,73.0,73.0,72.0,0.61,0.71,0.71,5.25,5.25,5.23,,,yes
185,NYR,2013,Team Level,other,82,0.51,0.52,0.51,14084.0,157.08,24.14,10.44,30.73,5.14,86.12,62.41,22.85,24.14,22.85,151.0,68.0,76.0,295.0,21.0,8.0,1.0,26.0,4.0,88.0,72.0,130.0,198.0,17.0,37.0,161.0,51.0,15.0,30.0,136.0,52.0,31.0,4.61,6.16,13.39,5.0,5.0,11.0,295.0,219.0,219.0,15.0,2.98,2.52,2.37,24.75,24.75,23.59,152.11,23.26,10.46,30.19,4.92,82.85,57.33,21.87,23.26,21.87,142.0,67.0,65.0,274.0,17.0,14.0,2.0,30.0,8.0,74.0,66.0,125.0,192.0,12.0,26.0,162.0,43.0,24.0,23.0,142.0,30.0,37.0,4.49,3.48,15.3,4.0,1.0,12.0,274.0,209.0,209.0,12.0,2.96,3.78,4.1,22.12,22.12,21.45,,,yes
186,NYR,2013,Team Level,all,82,0.52,0.53,0.53,298013.0,2661.59,226.0,178.9,605.96,87.02,1500.48,1113.63,218.76,226.41,219.17,2719.0,993.0,1262.0,4974.0,214.0,168.0,32.0,640.0,87.0,1207.0,1396.0,2505.0,3498.0,315.0,707.0,2396.0,1905.0,564.0,706.0,2847.0,686.0,179.0,78.33,83.53,64.16,73.0,75.0,66.0,4989.38,3712.0,3723.59,414.0,39.26,37.35,38.5,226.77,227.28,222.45,2383.86,211.53,159.66,543.38,77.26,1321.28,997.89,203.55,211.94,203.95,2411.0,900.0,1119.0,4430.0,190.0,165.0,35.0,519.0,87.0,1060.0,1290.0,2221.0,3121.0,348.0,770.0,2512.0,1847.0,485.0,681.0,2523.0,585.0,203.0,71.49,72.94,67.1,64.0,67.0,59.0,4427.0,3311.0,3311.93,399.0,34.96,40.35,41.44,205.05,205.24,201.62,,,yes
187,NYR,2013,Team Level,5on5,82,0.51,0.52,0.53,237777.0,2083.96,156.98,134.49,490.31,68.15,1163.17,881.9,152.24,157.37,152.64,2130.0,765.0,962.0,3857.0,143.0,139.0,23.0,527.0,71.0,903.0,1112.0,1987.0,2752.0,266.0,608.0,1825.0,1758.0,478.0,560.0,2267.0,528.0,100.0,63.62,64.56,28.8,58.0,59.0,26.0,3872.38,2895.0,2906.59,356.0,27.62,28.35,29.85,154.74,155.24,152.63,1883.05,148.26,120.41,445.61,61.19,1044.01,796.52,143.12,148.66,143.51,1894.0,722.0,890.0,3506.0,136.0,124.0,27.0,421.0,70.0,840.0,1025.0,1758.0,2480.0,301.0,676.0,1925.0,1711.0,374.0,549.0,2033.0,462.0,121.0,56.76,57.76,33.74,52.0,54.0,30.0,3503.0,2616.0,2616.93,340.0,24.71,28.22,28.99,143.98,144.17,142.02,,,yes
188,NYR,2013,Team Level,4on5,82,0.12,0.13,0.15,21490.0,51.43,4.72,2.47,6.83,1.5,15.13,40.35,4.61,4.72,4.61,55.0,16.0,14.0,85.0,10.0,3.0,1.0,5.0,2.0,8.0,43.0,45.0,61.0,13.0,26.0,160.0,60.0,52.0,34.0,52.0,14.0,5.0,1.49,1.76,1.47,4.0,4.0,2.0,85.0,71.0,71.0,34.0,0.56,0.81,0.81,4.48,4.48,4.46,288.18,33.35,25.85,59.98,9.36,177.16,97.29,32.06,33.35,32.06,311.0,92.0,145.0,548.0,31.0,24.0,6.0,61.0,8.0,133.0,146.0,280.0,372.0,21.0,42.0,205.0,19.0,20.0,67.0,296.0,71.0,36.0,8.71,9.14,15.51,7.0,9.0,15.0,548.0,403.0,403.0,7.0,6.6,7.68,7.68,32.28,32.28,31.52,,,yes
189,NYR,2013,Team Level,5on4,82,0.86,0.88,0.86,24662.0,369.12,40.16,31.5,78.1,12.21,236.06,128.98,39.07,40.16,39.07,383.0,144.0,210.0,737.0,40.0,18.0,7.0,82.0,10.0,208.0,169.0,343.0,487.0,19.0,36.0,250.0,36.0,19.0,82.0,392.0,92.0,43.0,8.61,11.06,20.5,6.0,7.0,27.0,737.0,527.0,527.0,9.0,8.11,5.66,5.46,42.81,42.81,41.78,60.52,6.66,2.94,7.6,1.8,17.27,46.74,6.5,6.66,6.5,64.0,19.0,19.0,102.0,6.0,3.0,0.0,7.0,1.0,13.0,53.0,58.0,77.0,14.0,26.0,220.0,74.0,67.0,42.0,52.0,22.0,9.0,1.54,2.57,2.55,1.0,3.0,2.0,102.0,83.0,83.0,40.0,0.68,0.67,0.67,6.66,6.66,6.64,,,yes
190,CHI,2013,Team Level,other,82,0.62,0.56,0.55,8790.0,142.36,26.22,10.48,25.97,4.37,75.15,51.82,25.28,26.22,25.28,153.0,41.0,64.0,258.0,25.0,9.0,2.0,44.0,3.0,58.0,55.0,128.0,169.0,4.0,8.0,148.0,33.0,31.0,24.0,114.0,47.0,33.0,4.0,5.82,16.39,3.0,8.0,14.0,258.0,194.0,194.0,16.0,3.06,2.53,2.79,26.48,26.48,26.02,112.48,16.0,8.62,22.97,3.85,63.8,42.75,14.57,16.0,14.57,112.0,46.0,45.0,203.0,18.0,13.0,6.0,24.0,1.0,53.0,49.0,94.0,140.0,4.0,8.0,123.0,53.0,22.0,19.0,107.0,31.0,20.0,3.45,3.57,8.99,7.0,3.0,8.0,203.0,158.0,158.0,9.0,2.5,3.74,3.74,14.77,14.77,14.29,,,yes
191,CHI,2013,Team Level,all,82,0.55,0.55,0.55,300447.0,2631.88,232.15,184.98,594.18,84.63,1467.17,1074.88,225.45,233.92,227.2,2717.0,921.0,1268.0,4906.0,261.0,139.0,44.0,661.0,85.0,1124.0,1369.0,2456.0,3377.0,282.0,611.0,2533.0,1375.0,583.0,641.0,2782.0,649.0,207.0,79.71,78.52,73.92,76.0,93.0,92.0,4952.14,3638.0,3669.25,483.0,40.51,33.36,37.71,234.97,236.76,233.35,2166.93,192.51,151.09,490.55,71.38,1211.58,895.9,186.25,191.6,185.35,2229.0,784.0,1023.0,4036.0,212.0,137.0,31.0,521.0,75.0,894.0,1174.0,2017.0,2801.0,293.0,630.0,2340.0,2349.0,553.0,572.0,2275.0,576.0,162.0,65.66,69.8,57.05,88.0,60.0,64.0,4000.85,3013.0,2992.52,377.0,33.33,32.95,34.13,191.7,190.84,187.57,,,yes
192,CHI,2013,Team Level,5on5,82,0.56,0.55,0.55,244483.0,2089.31,165.53,140.19,489.52,67.65,1154.91,867.2,161.04,167.29,162.8,2168.0,717.0,1025.0,3910.0,183.0,107.0,33.0,544.0,64.0,891.0,1097.0,1985.0,2702.0,241.0,521.0,1946.0,1264.0,464.0,521.0,2243.0,513.0,129.0,64.99,62.26,38.27,62.0,70.0,51.0,3956.14,2885.0,2916.25,395.0,28.84,25.4,28.16,166.22,168.0,165.9,1683.71,132.52,110.96,394.76,55.55,929.29,706.93,129.26,131.61,128.37,1739.0,591.0,813.0,3143.0,149.0,95.0,19.0,426.0,64.0,659.0,937.0,1590.0,2181.0,257.0,558.0,1811.0,2177.0,451.0,469.0,1793.0,442.0,95.0,51.74,54.16,26.62,71.0,49.0,29.0,3107.85,2330.0,2309.52,324.0,22.88,20.59,22.06,133.33,132.46,130.8,,,yes
193,CHI,2013,Team Level,4on5,82,0.11,0.11,0.13,22924.0,47.88,4.64,2.49,6.32,1.38,14.55,35.62,4.62,4.64,4.62,50.0,15.0,13.0,78.0,8.0,2.0,1.0,7.0,3.0,4.0,41.0,42.0,57.0,14.0,28.0,193.0,43.0,63.0,63.0,44.0,17.0,4.0,1.24,2.23,1.17,1.0,5.0,2.0,78.0,65.0,65.0,61.0,0.57,0.33,0.33,4.88,4.88,4.87,315.02,37.65,28.51,65.63,10.34,202.5,105.38,36.35,37.65,36.35,321.0,129.0,157.0,607.0,40.0,25.0,5.0,65.0,9.0,166.0,145.0,281.0,410.0,20.0,40.0,218.0,39.0,26.0,40.0,329.0,83.0,38.0,9.22,9.45,18.98,9.0,5.0,26.0,607.0,450.0,450.0,3.0,7.27,7.44,7.14,37.78,37.78,36.71,,,yes
194,CHI,2013,Team Level,5on4,82,0.85,0.89,0.87,24250.0,352.32,35.77,31.82,72.38,11.23,222.57,120.22,34.5,35.77,34.5,346.0,148.0,166.0,660.0,45.0,21.0,8.0,66.0,15.0,171.0,176.0,301.0,449.0,23.0,54.0,246.0,35.0,25.0,33.0,381.0,72.0,41.0,9.47,8.21,18.09,10.0,10.0,25.0,660.0,494.0,494.0,11.0,8.05,5.11,6.43,37.4,37.4,36.57,55.72,6.33,3.0,7.19,1.64,15.99,40.84,6.06,6.33,6.06,57.0,18.0,8.0,83.0,5.0,4.0,1.0,6.0,1.0,16.0,43.0,52.0,70.0,12.0,24.0,188.0,80.0,54.0,44.0,46.0,20.0,9.0,1.25,2.62,2.46,1.0,3.0,1.0,83.0,75.0,75.0,41.0,0.68,1.18,1.18,5.83,5.83,5.78,,,yes
195,MTL,2013,Team Level,other,82,0.52,0.48,0.49,10096.0,130.44,23.99,8.98,25.2,4.39,68.05,52.39,22.83,23.99,22.83,132.0,51.0,62.0,245.0,30.0,15.0,3.0,15.0,8.0,57.0,58.0,102.0,153.0,8.0,14.0,123.0,43.0,15.0,25.0,115.0,33.0,35.0,4.09,3.94,15.96,5.0,7.0,18.0,245.0,183.0,183.0,17.0,2.45,5.65,4.79,21.65,21.65,21.13,135.24,21.99,9.45,26.53,4.62,71.61,53.8,20.95,21.99,20.95,137.0,51.0,82.0,270.0,18.0,12.0,1.0,27.0,2.0,67.0,62.0,119.0,170.0,7.0,12.0,152.0,57.0,14.0,30.0,119.0,40.0,29.0,4.01,4.89,13.09,3.0,5.0,10.0,270.0,188.0,188.0,17.0,2.67,2.72,3.47,21.19,21.19,20.71,,,yes
196,MTL,2013,Team Level,all,82,0.49,0.47,0.48,299499.0,2356.61,211.59,166.02,541.18,76.87,1297.74,978.68,203.72,212.9,205.03,2331.0,942.0,1179.0,4452.0,209.0,190.0,32.0,499.0,90.0,1055.0,1230.0,2122.0,3064.0,374.0,889.0,2532.0,1722.0,446.0,646.0,2462.0,613.0,198.0,68.26,73.67,69.66,65.0,71.0,73.0,4471.86,3273.0,3294.46,508.0,36.57,39.7,40.44,207.66,209.12,204.88,2523.31,223.39,175.2,580.2,82.16,1409.96,1051.09,214.99,223.66,215.22,2542.0,980.0,1491.0,5013.0,201.0,214.0,34.0,597.0,101.0,1118.0,1291.0,2341.0,3321.0,376.0,870.0,2576.0,2000.0,406.0,655.0,2685.0,637.0,200.0,76.5,78.55,68.33,69.0,68.0,64.0,5007.66,3522.0,3517.72,465.0,38.48,41.89,43.31,218.56,218.7,214.59,,,yes
197,MTL,2013,Team Level,5on5,82,0.48,0.47,0.48,234025.0,1798.57,140.27,119.76,430.11,58.99,985.39,752.48,135.94,141.58,137.25,1756.0,731.0,892.0,3379.0,133.0,122.0,23.0,398.0,69.0,816.0,949.0,1623.0,2354.0,329.0,789.0,1877.0,1568.0,350.0,534.0,1905.0,478.0,104.0,53.46,57.47,29.35,48.0,56.0,29.0,3398.86,2487.0,2508.46,437.0,24.69,24.34,25.02,139.94,141.41,139.1,1944.29,151.21,129.21,466.83,63.28,1079.92,814.55,146.81,151.48,147.05,1945.0,760.0,1141.0,3846.0,137.0,157.0,24.0,484.0,82.0,831.0,1014.0,1808.0,2568.0,333.0,788.0,1917.0,1816.0,322.0,516.0,2112.0,480.0,113.0,61.22,59.85,30.14,59.0,51.0,27.0,3840.66,2705.0,2700.72,394.0,26.66,27.76,28.65,149.22,149.36,147.18,,,yes
198,MTL,2013,Team Level,4on5,82,0.13,0.13,0.15,28189.0,64.3,6.54,3.28,8.18,1.92,18.39,53.69,6.49,6.54,6.49,75.0,17.0,23.0,115.0,5.0,2.0,0.0,7.0,2.0,15.0,61.0,70.0,87.0,19.0,50.0,247.0,85.0,59.0,51.0,61.0,22.0,9.0,1.58,2.65,2.31,3.0,1.0,1.0,115.0,92.0,92.0,50.0,0.76,0.46,0.46,6.83,6.83,6.82,378.25,43.28,33.37,78.25,12.23,240.32,126.55,40.55,43.28,40.55,380.0,154.0,246.0,780.0,38.0,36.0,7.0,82.0,17.0,206.0,155.0,342.0,496.0,25.0,48.0,277.0,41.0,28.0,61.0,387.0,102.0,45.0,9.85,12.08,21.34,6.0,11.0,21.0,780.0,534.0,534.0,7.0,8.42,9.16,8.94,42.75,42.75,41.32,,,yes
199,MTL,2013,Team Level,5on4,82,0.86,0.86,0.84,27189.0,363.29,40.8,33.99,77.68,11.56,225.92,120.13,38.46,40.8,38.46,368.0,143.0,202.0,713.0,41.0,51.0,6.0,79.0,11.0,167.0,162.0,327.0,470.0,18.0,36.0,285.0,26.0,22.0,36.0,381.0,80.0,50.0,9.13,9.62,22.04,9.0,7.0,25.0,713.0,511.0,511.0,4.0,8.67,9.25,10.17,39.23,39.23,37.83,65.53,6.91,3.17,8.59,2.04,18.11,56.17,6.67,6.91,6.67,80.0,15.0,22.0,117.0,8.0,9.0,2.0,4.0,0.0,14.0,60.0,72.0,87.0,11.0,22.0,230.0,86.0,42.0,48.0,67.0,15.0,13.0,1.42,1.74,3.75,1.0,1.0,6.0,117.0,95.0,95.0,47.0,0.74,2.24,2.24,5.4,5.4,5.38,,,yes
200,CHI,2014,Team Level,other,82,0.65,0.63,0.62,9846.0,165.4,31.23,10.95,30.44,5.81,87.6,62.96,30.0,31.23,30.0,166.0,63.0,73.0,302.0,26.0,10.0,5.0,33.0,8.0,69.0,83.0,140.0,203.0,6.0,12.0,130.0,32.0,27.0,14.0,141.0,49.0,39.0,5.0,5.89,20.34,4.0,4.0,18.0,302.0,229.0,229.0,7.0,3.02,4.77,5.76,28.49,28.49,27.62,99.02,16.78,6.13,19.57,3.17,50.85,42.49,16.42,16.78,16.42,106.0,33.0,40.0,179.0,16.0,5.0,1.0,22.0,4.0,41.0,51.0,90.0,123.0,8.0,16.0,124.0,44.0,13.0,18.0,89.0,29.0,21.0,3.04,3.31,10.44,2.0,2.0,12.0,179.0,139.0,139.0,11.0,1.63,1.44,1.44,16.97,16.97,16.8,,,yes
201,CHI,2014,Team Level,all,82,0.53,0.54,0.53,299651.0,2675.08,240.42,185.58,595.3,87.51,1507.07,1097.12,232.58,241.52,233.65,2777.0,936.0,1396.0,5109.0,220.0,141.0,38.0,706.0,100.0,1143.0,1403.0,2557.0,3493.0,251.0,550.0,2553.0,1357.0,593.0,634.0,2812.0,700.0,201.0,81.4,83.77,75.26,69.0,66.0,85.0,5133.13,3713.0,3728.8,421.0,40.45,37.27,43.19,237.69,238.55,234.0,2368.08,213.87,165.04,532.85,78.22,1311.3,974.71,206.3,213.91,206.31,2477.0,799.0,1040.0,4316.0,186.0,168.0,40.0,520.0,78.0,1002.0,1323.0,2291.0,3090.0,303.0,661.0,2352.0,2317.0,551.0,567.0,2438.0,661.0,177.0,72.81,79.64,61.43,47.0,70.0,69.0,4298.29,3276.0,3268.59,375.0,36.01,39.36,43.49,206.39,206.42,202.92,,,yes
202,CHI,2014,Team Level,5on5,82,0.51,0.54,0.53,243332.0,2099.42,164.13,139.26,484.0,67.46,1174.13,878.02,159.7,165.23,160.76,2188.0,719.0,1107.0,4014.0,150.0,100.0,24.0,585.0,79.0,873.0,1120.0,2038.0,2757.0,223.0,491.0,1996.0,1274.0,497.0,530.0,2250.0,546.0,111.0,66.37,64.98,32.77,58.0,54.0,38.0,4038.13,2907.0,2922.8,369.0,28.64,23.04,27.35,165.42,166.28,163.96,1900.72,159.14,126.95,439.75,62.64,1044.68,787.84,153.82,159.17,153.83,1989.0,632.0,855.0,3476.0,130.0,133.0,34.0,427.0,62.0,805.0,1065.0,1859.0,2491.0,270.0,593.0,1850.0,2150.0,469.0,453.0,1975.0,530.0,116.0,59.43,63.81,35.89,38.0,53.0,39.0,3458.29,2621.0,2613.59,314.0,26.25,31.95,35.73,149.66,149.69,147.55,,,yes
203,CHI,2014,Team Level,4on5,82,0.14,0.11,0.12,20678.0,44.2,5.1,2.37,5.53,1.31,12.45,34.23,4.85,5.1,4.85,47.0,14.0,10.0,71.0,2.0,2.0,0.0,7.0,0.0,13.0,37.0,45.0,59.0,8.0,16.0,176.0,28.0,48.0,43.0,39.0,13.0,9.0,1.15,1.5,2.46,2.0,0.0,0.0,71.0,61.0,61.0,40.0,0.55,0.7,0.7,4.95,4.95,4.79,309.44,31.89,29.06,65.95,10.73,198.44,103.94,30.16,31.89,30.16,323.0,117.0,134.0,574.0,33.0,26.0,5.0,68.0,11.0,149.0,153.0,290.0,407.0,13.0,26.0,186.0,34.0,16.0,52.0,323.0,85.0,32.0,8.8,10.37,12.73,6.0,11.0,16.0,574.0,440.0,440.0,6.0,7.47,5.01,5.36,34.0,34.0,32.85,,,yes
204,CHI,2014,Team Level,5on4,82,0.87,0.89,0.87,25795.0,366.06,39.96,33.01,75.32,12.92,232.89,121.89,38.04,39.96,38.04,376.0,140.0,206.0,722.0,42.0,29.0,9.0,81.0,13.0,188.0,163.0,334.0,474.0,14.0,31.0,251.0,23.0,21.0,47.0,382.0,92.0,42.0,8.87,11.38,19.7,5.0,8.0,29.0,722.0,516.0,516.0,5.0,8.25,8.76,9.37,38.84,38.84,37.63,58.9,6.07,2.91,7.59,1.67,17.33,40.44,5.9,6.07,5.9,59.0,17.0,11.0,87.0,7.0,4.0,0.0,3.0,1.0,7.0,54.0,52.0,69.0,12.0,26.0,192.0,89.0,53.0,44.0,51.0,17.0,8.0,1.55,2.15,2.37,1.0,4.0,2.0,87.0,76.0,76.0,44.0,0.67,0.97,0.97,5.77,5.77,5.72,,,yes
205,TBL,2014,Team Level,other,82,0.52,0.47,0.48,14749.0,145.41,29.8,10.32,26.06,4.71,78.19,51.91,28.64,29.8,28.64,145.0,56.0,62.0,263.0,30.0,8.0,5.0,39.0,3.0,64.0,57.0,115.0,171.0,14.0,31.0,178.0,45.0,27.0,26.0,105.0,56.0,40.0,3.79,6.9,19.11,3.0,8.0,19.0,263.0,201.0,201.0,17.0,3.08,2.0,1.93,30.96,30.96,29.98,157.19,27.73,11.71,29.41,5.52,88.53,55.1,25.61,27.73,25.61,164.0,54.0,75.0,293.0,21.0,13.0,5.0,42.0,6.0,79.0,57.0,143.0,197.0,13.0,29.0,143.0,47.0,21.0,26.0,129.0,51.0,38.0,4.71,6.3,16.71,4.0,6.0,11.0,293.0,218.0,218.0,11.0,3.42,4.97,5.03,26.11,26.11,25.29,,,yes
206,TBL,2014,Team Level,all,82,0.52,0.51,0.51,298622.0,2400.93,237.47,170.45,530.85,77.78,1351.85,987.59,229.7,239.76,231.89,2428.0,928.0,1151.0,4507.0,259.0,171.0,53.0,545.0,75.0,1086.0,1220.0,2169.0,3097.0,331.0,734.0,2372.0,1759.0,530.0,667.0,2394.0,758.0,204.0,76.04,89.93,71.51,76.0,102.0,81.0,4562.43,3356.0,3389.79,370.0,37.51,39.11,39.66,235.32,236.95,232.51,2281.98,217.83,162.87,504.64,73.29,1288.67,937.7,207.73,217.98,207.86,2287.0,898.0,1098.0,4283.0,206.0,163.0,43.0,538.0,54.0,1066.0,1158.0,2081.0,2979.0,357.0,785.0,2400.0,1834.0,541.0,641.0,2347.0,622.0,216.0,69.64,74.43,73.75,64.0,71.0,71.0,4252.59,3185.0,3171.44,344.0,36.46,37.13,38.55,215.74,215.7,209.87,,,yes
207,TBL,2014,Team Level,5on5,82,0.55,0.53,0.53,234383.0,1923.27,167.18,131.89,441.57,62.07,1078.19,807.1,162.29,169.46,164.48,1969.0,719.0,919.0,3607.0,179.0,137.0,42.0,447.0,57.0,882.0,986.0,1790.0,2509.0,283.0,632.0,1750.0,1631.0,425.0,516.0,1973.0,601.0,114.0,63.75,71.02,32.41,56.0,84.0,39.0,3662.43,2688.0,2721.79,303.0,27.26,30.16,30.6,163.83,165.47,162.93,1700.51,138.37,114.54,393.42,53.95,953.07,716.64,134.17,138.53,134.29,1688.0,682.0,824.0,3194.0,138.0,117.0,28.0,385.0,36.0,782.0,912.0,1550.0,2232.0,309.0,683.0,1795.0,1679.0,434.0,503.0,1804.0,451.0,115.0,54.52,53.73,30.13,51.0,51.0,36.0,3163.59,2370.0,2356.44,297.0,23.6,23.3,24.04,137.94,137.89,135.75,,,yes
208,TBL,2014,Team Level,4on5,82,0.13,0.1,0.11,23684.0,49.07,6.82,2.86,5.89,1.31,13.88,33.23,6.63,6.82,6.63,46.0,18.0,15.0,79.0,5.0,3.0,1.0,6.0,1.0,8.0,41.0,41.0,59.0,10.0,20.0,208.0,55.0,60.0,39.0,31.0,18.0,15.0,0.95,2.01,3.87,2.0,1.0,2.0,79.0,64.0,64.0,37.0,0.66,0.95,0.95,6.53,6.53,6.52,371.26,46.39,33.86,75.63,12.41,231.92,122.78,42.67,46.39,42.67,379.0,144.0,188.0,711.0,41.0,32.0,9.0,103.0,12.0,194.0,141.0,338.0,482.0,16.0,32.0,265.0,35.0,17.0,82.0,365.0,100.0,58.0,9.17,11.75,25.48,7.0,12.0,22.0,711.0,523.0,523.0,9.0,8.82,8.66,9.26,45.94,45.94,43.12,,,yes
209,TBL,2014,Team Level,5on4,82,0.86,0.87,0.84,25806.0,283.17,33.67,25.39,57.33,9.68,181.58,95.35,32.14,33.67,32.14,268.0,135.0,155.0,558.0,45.0,23.0,5.0,53.0,14.0,132.0,136.0,223.0,358.0,24.0,51.0,236.0,28.0,18.0,86.0,285.0,83.0,35.0,7.56,9.98,16.13,15.0,9.0,21.0,558.0,403.0,403.0,13.0,6.53,6.0,6.2,34.0,34.0,33.07,53.01,5.34,2.75,6.17,1.42,15.15,43.18,5.29,5.34,5.29,56.0,18.0,11.0,85.0,6.0,1.0,1.0,8.0,0.0,11.0,48.0,50.0,68.0,19.0,41.0,197.0,73.0,69.0,30.0,49.0,20.0,5.0,1.24,2.65,1.45,2.0,2.0,2.0,85.0,74.0,74.0,27.0,0.62,0.21,0.21,5.75,5.75,5.71,,,yes
