team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CHI,2023,CHI,CHI,Team Level,5on4,16,0.66,0.82,0.79,5352.0,56.32,4.89,5.83,12.99,2.06,34.35,17.89,4.85,4.89,4.85,51.0,27.0,43.0,121.0,5.0,9.0,0.0,4.0,0.0,32.0,28.0,46.0,73.0,2.0,4.0,38.0,7.0,6.0,7.0,65.0,8.0,5.0,1.32,0.88,2.69,0.0,2.0,3.0,121.0,78.0,78.0,2.0,1.52,0.25,0.25,6.16,6.16,6.1,15.43,2.52,1.15,2.31,0.57,5.25,9.2,2.41,2.52,2.41,16.0,5.0,5.0,26.0,2.0,0.0,0.0,1.0,0.0,3.0,15.0,14.0,19.0,1.0,2.0,42.0,10.0,9.0,12.0,11.0,5.0,5.0,0.32,0.69,1.51,0.0,0.0,2.0,26.0,21.0,21.0,11.0,0.26,0.0,0.0,2.78,2.78,2.66
VGK,2023,VGK,VGK,Team Level,other,19,0.48,0.6,0.58,1719.0,33.42,6.38,2.46,6.35,1.18,17.21,12.42,6.19,6.38,6.19,29.0,17.0,17.0,63.0,7.0,2.0,0.0,0.0,0.0,26.0,11.0,22.0,39.0,2.0,4.0,21.0,3.0,14.0,8.0,23.0,13.0,10.0,0.8,1.47,4.11,1.0,1.0,5.0,63.0,46.0,46.0,2.0,0.7,0.4,0.4,6.68,6.68,6.5,24.01,6.79,1.56,4.29,0.83,10.48,9.06,6.18,6.79,6.18,27.0,6.0,9.0,42.0,8.0,1.0,0.0,1.0,1.0,8.0,14.0,19.0,25.0,4.0,6.0,29.0,4.0,1.0,4.0,15.0,5.0,13.0,0.49,0.58,5.72,2.0,0.0,6.0,42.0,33.0,33.0,1.0,0.47,0.39,0.39,6.87,6.87,6.23
VGK,2023,VGK,VGK,Team Level,all,19,0.51,0.49,0.5,69530.0,601.88,60.77,41.57,140.01,20.12,328.55,240.98,58.74,61.3,59.26,603.0,229.0,350.0,1182.0,64.0,65.0,4.0,35.0,1.0,389.0,278.0,539.0,768.0,71.0,171.0,567.0,367.0,151.0,144.0,596.0,169.0,67.0,18.05,20.32,22.4,27.0,17.0,20.0,1197.26,832.0,839.82,79.0,9.22,13.32,13.37,56.62,57.14,55.99,601.07,59.23,41.84,146.26,20.91,333.17,236.59,56.46,59.12,56.34,576.0,262.0,372.0,1210.0,47.0,60.0,7.0,42.0,2.0,390.0,297.0,529.0,791.0,76.0,175.0,545.0,341.0,121.0,146.0,632.0,132.0,74.0,18.17,15.61,25.45,15.0,11.0,21.0,1202.39,838.0,834.98,82.0,9.3,12.2,12.2,56.33,56.2,54.22
VGK,2023,VGK,VGK,Team Level,5on5,19,0.52,0.49,0.5,55217.0,465.76,41.44,30.76,113.7,15.68,252.93,189.49,39.84,41.97,40.36,469.0,175.0,278.0,922.0,39.0,58.0,3.0,26.0,1.0,307.0,213.0,430.0,605.0,62.0,153.0,437.0,341.0,115.0,117.0,475.0,129.0,40.0,14.62,15.87,10.95,23.0,12.0,4.0,937.26,644.0,651.82,70.0,6.36,11.81,11.86,35.94,36.46,35.69,465.63,38.92,30.79,118.3,16.25,256.68,189.05,37.49,38.81,37.38,453.0,197.0,294.0,944.0,30.0,49.0,6.0,35.0,1.0,307.0,228.0,423.0,620.0,67.0,159.0,420.0,312.0,98.0,123.0,507.0,101.0,42.0,14.44,12.24,12.24,13.0,8.0,9.0,936.39,650.0,646.98,72.0,6.39,9.92,9.92,35.38,35.25,34.57
VGK,2023,VGK,VGK,Team Level,4on5,19,0.12,0.12,0.14,6521.0,18.38,1.71,1.0,2.38,0.53,5.68,12.7,1.7,1.71,1.7,18.0,6.0,5.0,29.0,4.0,0.0,0.0,1.0,0.0,4.0,15.0,14.0,20.0,2.0,4.0,47.0,19.0,17.0,6.0,16.0,6.0,2.0,0.54,0.73,0.45,1.0,2.0,1.0,29.0,24.0,24.0,6.0,0.23,0.0,0.0,1.94,1.94,1.92,102.18,12.64,8.97,22.18,3.57,63.2,32.45,11.92,12.64,11.92,86.0,57.0,67.0,210.0,8.0,10.0,1.0,6.0,0.0,74.0,45.0,78.0,135.0,4.0,8.0,54.0,4.0,4.0,12.0,100.0,25.0,18.0,2.74,2.7,7.21,0.0,3.0,5.0,210.0,143.0,143.0,3.0,2.33,1.88,1.88,13.09,13.09,12.43
VGK,2023,VGK,VGK,Team Level,5on4,19,0.93,0.92,0.91,6073.0,84.33,11.24,7.35,17.58,2.73,52.72,26.38,11.02,11.24,11.02,87.0,31.0,50.0,168.0,14.0,5.0,1.0,8.0,0.0,52.0,39.0,73.0,104.0,5.0,10.0,62.0,4.0,5.0,13.0,82.0,21.0,15.0,2.08,2.26,6.9,2.0,2.0,10.0,168.0,118.0,118.0,1.0,1.94,1.11,1.11,12.06,12.06,11.89,9.26,0.87,0.52,1.48,0.27,2.82,6.04,0.87,0.87,0.87,10.0,2.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,11.0,1.0,2.0,42.0,21.0,18.0,7.0,10.0,1.0,1.0,0.51,0.09,0.28,0.0,0.0,1.0,14.0,12.0,12.0,6.0,0.12,0.0,0.0,0.99,0.99,0.98
LAK,2023,LAK,LAK,Team Level,other,17,0.64,0.49,0.51,1239.0,19.49,5.66,1.27,3.42,0.67,8.9,7.08,4.93,5.66,4.93,16.0,11.0,10.0,37.0,6.0,1.0,0.0,0.0,0.0,5.0,15.0,10.0,21.0,1.0,2.0,20.0,5.0,2.0,2.0,12.0,5.0,10.0,0.53,0.68,4.46,1.0,0.0,5.0,37.0,27.0,27.0,2.0,0.35,0.36,0.36,5.65,5.65,5.12,19.37,3.24,1.35,3.73,0.61,10.21,6.85,3.21,3.24,3.21,12.0,14.0,12.0,38.0,2.0,1.0,0.0,0.0,0.0,11.0,12.0,10.0,24.0,0.0,0.0,15.0,5.0,4.0,5.0,15.0,6.0,5.0,0.63,0.68,1.93,1.0,0.0,1.0,38.0,26.0,26.0,2.0,0.39,0.28,0.28,3.35,3.35,3.34
LAK,2023,LAK,LAK,Team Level,all,17,0.56,0.55,0.54,62025.0,586.33,61.26,40.97,139.62,19.82,312.94,228.39,57.96,62.02,58.7,548.0,255.0,325.0,1128.0,67.0,63.0,8.0,34.0,3.0,334.0,302.0,481.0,736.0,66.0,153.0,515.0,292.0,73.0,131.0,585.0,137.0,81.0,16.66,17.33,27.28,18.0,22.0,27.0,1152.24,803.0,818.26,87.0,9.16,14.87,14.87,55.55,56.31,54.58,493.27,48.92,35.11,113.54,16.28,273.74,194.42,43.85,48.79,43.73,477.0,205.0,257.0,939.0,43.0,46.0,7.0,32.0,4.0,320.0,237.0,434.0,639.0,76.0,169.0,513.0,364.0,78.0,132.0,516.0,116.0,50.0,15.43,14.05,19.44,15.0,16.0,12.0,924.39,682.0,674.38,95.0,7.91,12.3,12.3,44.53,44.41,42.18
LAK,2023,LAK,LAK,Team Level,5on5,17,0.57,0.56,0.55,47761.0,442.11,38.31,28.99,109.55,14.85,237.1,180.19,37.01,39.07,37.74,423.0,186.0,248.0,857.0,45.0,47.0,6.0,27.0,3.0,252.0,235.0,378.0,564.0,59.0,137.0,380.0,261.0,59.0,104.0,467.0,102.0,40.0,13.62,12.84,11.85,16.0,17.0,12.0,881.24,609.0,624.26,75.0,6.01,10.22,10.22,34.1,34.86,34.38,354.03,29.13,23.54,86.1,11.79,195.6,144.85,28.24,28.99,28.12,352.0,139.0,185.0,676.0,32.0,33.0,7.0,22.0,1.0,230.0,173.0,320.0,459.0,69.0,155.0,380.0,327.0,56.0,92.0,383.0,83.0,25.0,11.56,10.13,7.43,12.0,13.0,7.0,661.39,491.0,483.38,69.0,4.87,7.55,7.55,26.44,26.32,25.84
LAK,2023,LAK,LAK,Team Level,4on5,17,0.09,0.1,0.12,6448.0,14.94,1.47,0.68,2.14,0.43,4.26,10.04,1.47,1.47,1.47,15.0,4.0,4.0,23.0,3.0,0.0,0.0,1.0,0.0,3.0,12.0,12.0,16.0,2.0,4.0,55.0,21.0,10.0,9.0,14.0,1.0,4.0,0.38,0.12,0.97,1.0,0.0,2.0,23.0,19.0,19.0,8.0,0.16,0.0,0.0,1.63,1.63,1.63,104.38,14.81,9.4,21.86,3.39,62.86,31.68,10.66,14.81,10.66,96.0,48.0,56.0,200.0,6.0,12.0,0.0,10.0,3.0,75.0,38.0,90.0,138.0,5.0,10.0,71.0,10.0,6.0,12.0,104.0,22.0,18.0,2.93,2.44,9.43,1.0,1.0,4.0,200.0,144.0,144.0,1.0,2.47,4.47,4.47,12.81,12.81,11.08
LAK,2023,LAK,LAK,Team Level,5on4,17,0.9,0.89,0.88,6577.0,109.8,15.82,10.03,24.52,3.88,62.68,31.08,14.56,15.82,14.56,94.0,54.0,63.0,211.0,13.0,15.0,2.0,6.0,0.0,74.0,40.0,81.0,135.0,4.0,10.0,60.0,5.0,2.0,16.0,92.0,29.0,27.0,2.13,3.69,10.0,0.0,5.0,8.0,211.0,148.0,148.0,2.0,2.64,4.29,4.29,14.18,14.18,13.45,15.49,1.74,0.81,1.85,0.49,5.07,11.04,1.74,1.74,1.74,17.0,4.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,4.0,14.0,14.0,18.0,2.0,4.0,47.0,22.0,12.0,23.0,14.0,5.0,2.0,0.3,0.79,0.65,1.0,2.0,0.0,25.0,21.0,21.0,23.0,0.18,0.0,0.0,1.93,1.93,1.93
WPG,2023,WPG,WPG,Team Level,other,17,0.53,0.45,0.49,1466.0,26.16,7.31,1.7,4.63,0.96,12.82,9.57,7.13,7.31,7.13,29.0,8.0,9.0,46.0,10.0,3.0,1.0,2.0,1.0,12.0,9.0,19.0,27.0,0.0,0.0,16.0,2.0,4.0,6.0,16.0,10.0,11.0,0.71,1.12,5.49,1.0,1.0,8.0,46.0,37.0,37.0,6.0,0.49,1.05,1.05,6.75,6.75,6.66,27.75,6.47,2.2,5.1,1.08,14.49,8.67,5.76,6.47,5.76,29.0,9.0,18.0,56.0,8.0,5.0,2.0,0.0,0.0,15.0,10.0,21.0,30.0,0.0,0.0,21.0,7.0,4.0,6.0,20.0,5.0,13.0,0.8,0.67,5.01,2.0,0.0,6.0,56.0,38.0,38.0,6.0,0.63,1.77,1.77,5.34,5.34,5.23
WPG,2023,WPG,WPG,Team Level,all,17,0.5,0.53,0.53,62007.0,530.09,49.42,35.29,127.53,18.12,290.79,216.85,48.01,49.67,48.24,538.0,200.0,289.0,1027.0,63.0,49.0,8.0,31.0,5.0,344.0,246.0,475.0,675.0,70.0,166.0,471.0,261.0,92.0,137.0,566.0,121.0,51.0,15.68,14.62,19.13,24.0,17.0,22.0,1032.53,738.0,742.75,101.0,7.79,10.01,10.05,47.17,47.47,46.53,483.02,49.81,33.62,114.82,15.97,259.64,190.14,47.43,50.07,47.67,467.0,197.0,250.0,914.0,53.0,47.0,11.0,21.0,0.0,265.0,278.0,414.0,611.0,77.0,176.0,517.0,293.0,90.0,139.0,490.0,106.0,68.0,13.36,13.01,23.44,13.0,16.0,24.0,910.79,664.0,662.98,108.0,7.67,11.74,11.74,45.73,45.96,45.01
WPG,2023,WPG,WPG,Team Level,5on5,17,0.51,0.54,0.54,48934.0,410.21,31.97,25.94,103.79,14.05,225.42,170.83,30.99,32.21,31.23,415.0,157.0,229.0,801.0,42.0,39.0,7.0,20.0,3.0,273.0,195.0,373.0,530.0,68.0,162.0,354.0,230.0,70.0,117.0,456.0,87.0,29.0,12.56,10.66,8.75,23.0,11.0,8.0,806.53,572.0,576.75,87.0,5.36,8.22,8.26,29.06,29.36,28.77,351.54,30.23,22.86,89.23,11.63,188.19,141.87,29.17,30.48,29.41,348.0,136.0,192.0,676.0,28.0,34.0,6.0,18.0,0.0,192.0,212.0,320.0,456.0,72.0,166.0,393.0,262.0,68.0,111.0,368.0,82.0,34.0,10.39,10.15,9.68,9.0,12.0,7.0,672.79,484.0,482.98,85.0,4.77,7.71,7.71,27.28,27.52,27.13
WPG,2023,WPG,WPG,Team Level,4on5,17,0.13,0.14,0.16,5504.0,17.61,1.74,0.87,2.39,0.5,5.21,12.28,1.74,1.74,1.74,21.0,2.0,2.0,25.0,2.0,0.0,0.0,1.0,0.0,5.0,15.0,19.0,21.0,0.0,0.0,44.0,23.0,15.0,8.0,16.0,5.0,2.0,0.44,0.78,0.52,0.0,1.0,1.0,25.0,23.0,23.0,8.0,0.2,0.0,0.0,1.94,1.94,1.94,85.03,11.97,7.78,17.58,2.74,51.29,26.64,11.38,11.97,11.38,77.0,41.0,38.0,156.0,15.0,8.0,3.0,3.0,0.0,55.0,37.0,62.0,103.0,4.0,8.0,45.0,4.0,3.0,7.0,83.0,15.0,20.0,1.68,1.8,8.5,1.0,3.0,11.0,156.0,118.0,118.0,2.0,2.07,2.26,2.26,11.79,11.79,11.34
WPG,2023,WPG,WPG,Team Level,5on4,17,0.88,0.86,0.82,6103.0,76.11,8.4,6.78,16.72,2.6,47.34,24.16,8.14,8.4,8.14,73.0,33.0,49.0,155.0,9.0,7.0,0.0,8.0,1.0,54.0,27.0,64.0,97.0,2.0,4.0,57.0,6.0,3.0,6.0,78.0,19.0,9.0,1.97,2.06,4.38,0.0,4.0,5.0,155.0,106.0,106.0,0.0,1.75,0.74,0.74,9.41,9.41,9.16,18.7,1.13,0.8,2.92,0.51,5.68,12.96,1.12,1.13,1.12,13.0,11.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,3.0,19.0,11.0,22.0,1.0,2.0,58.0,20.0,15.0,15.0,19.0,4.0,1.0,0.48,0.39,0.25,1.0,1.0,0.0,26.0,24.0,24.0,15.0,0.19,0.0,0.0,1.32,1.32,1.31
PIT,2023,PIT,PIT,Team Level,other,17,0.61,0.61,0.59,1727.0,25.3,7.41,1.66,4.39,0.84,13.14,7.56,6.9,7.41,6.9,21.0,14.0,16.0,51.0,7.0,0.0,0.0,1.0,0.0,15.0,12.0,14.0,28.0,0.0,0.0,24.0,4.0,3.0,2.0,14.0,11.0,10.0,0.58,1.46,5.38,1.0,1.0,5.0,51.0,35.0,35.0,0.0,0.51,0.0,0.0,7.93,7.93,7.34,17.25,4.83,0.87,3.2,0.5,8.24,6.36,4.83,4.83,4.83,17.0,7.0,8.0,32.0,5.0,0.0,0.0,1.0,0.0,7.0,11.0,12.0,19.0,3.0,6.0,18.0,4.0,5.0,3.0,14.0,2.0,8.0,0.57,0.19,4.07,0.0,1.0,4.0,32.0,24.0,24.0,2.0,0.24,0.0,0.0,5.07,5.07,5.07
PIT,2023,PIT,PIT,Team Level,all,17,0.55,0.53,0.52,61425.0,601.01,63.25,41.85,142.78,20.86,323.16,233.1,60.42,63.8,60.97,578.0,247.0,302.0,1127.0,58.0,62.0,7.0,24.0,2.0,370.0,309.0,520.0,767.0,58.0,122.0,555.0,236.0,123.0,122.0,579.0,178.0,68.0,17.3,22.52,23.43,22.0,24.0,12.0,1146.36,825.0,836.1,50.0,9.28,11.05,11.05,61.48,62.04,59.91,562.86,51.73,37.41,137.27,18.96,300.12,220.51,49.52,51.67,49.49,521.0,245.0,248.0,1014.0,46.0,61.0,6.0,24.0,4.0,321.0,310.0,475.0,720.0,49.0,104.0,446.0,275.0,100.0,95.0,599.0,101.0,66.0,17.86,12.47,21.4,17.0,9.0,20.0,1004.33,766.0,761.49,52.0,8.17,12.19,12.24,47.65,47.76,46.75
PIT,2023,PIT,PIT,Team Level,5on5,17,0.55,0.53,0.52,50474.0,492.4,44.32,33.06,121.76,17.11,264.85,195.9,42.79,44.88,43.35,476.0,201.0,247.0,924.0,45.0,50.0,7.0,20.0,2.0,299.0,261.0,431.0,632.0,50.0,108.0,436.0,212.0,108.0,99.0,498.0,134.0,45.0,14.68,16.98,12.67,19.0,22.0,4.0,943.36,677.0,688.1,40.0,6.89,9.84,9.84,41.38,41.93,41.12,456.53,36.69,29.41,115.39,15.46,243.24,181.81,35.06,36.64,35.03,428.0,194.0,191.0,813.0,32.0,54.0,5.0,19.0,4.0,262.0,251.0,396.0,590.0,37.0,80.0,357.0,261.0,83.0,81.0,497.0,84.0,41.0,14.79,10.42,11.48,15.0,7.0,10.0,803.33,622.0,617.49,48.0,6.1,10.46,10.51,32.28,32.39,31.66
PIT,2023,PIT,PIT,Team Level,4on5,17,0.13,0.1,0.13,5259.0,11.83,1.22,0.54,1.56,0.37,3.42,7.9,1.19,1.22,1.19,10.0,5.0,1.0,16.0,1.0,2.0,0.0,0.0,0.0,3.0,9.0,9.0,14.0,2.0,4.0,45.0,17.0,9.0,7.0,8.0,6.0,1.0,0.15,0.84,0.23,0.0,1.0,0.0,16.0,15.0,15.0,7.0,0.13,0.33,0.33,1.02,1.02,1.02,75.2,8.45,6.37,16.74,2.59,44.21,23.65,7.88,8.45,7.88,62.0,40.0,48.0,150.0,6.0,7.0,1.0,4.0,0.0,46.0,39.0,56.0,96.0,4.0,8.0,43.0,3.0,2.0,10.0,76.0,13.0,13.0,2.11,1.57,4.77,1.0,1.0,4.0,150.0,102.0,102.0,1.0,1.66,1.73,1.73,8.37,8.37,8.09
PIT,2023,PIT,PIT,Team Level,5on4,17,0.85,0.88,0.84,3965.0,71.49,10.29,6.6,15.08,2.55,41.75,21.74,9.53,10.29,9.53,71.0,27.0,38.0,136.0,5.0,10.0,0.0,3.0,0.0,53.0,27.0,66.0,93.0,6.0,10.0,50.0,3.0,3.0,14.0,59.0,27.0,12.0,1.89,3.25,5.16,2.0,0.0,3.0,136.0,98.0,98.0,3.0,1.76,0.88,0.88,11.16,11.16,10.44,13.88,1.76,0.77,1.94,0.41,4.43,8.69,1.75,1.76,1.75,14.0,4.0,1.0,19.0,3.0,0.0,0.0,0.0,0.0,6.0,9.0,11.0,15.0,5.0,10.0,28.0,7.0,10.0,1.0,12.0,2.0,4.0,0.38,0.29,1.09,1.0,0.0,2.0,19.0,18.0,18.0,1.0,0.17,0.0,0.0,1.93,1.93,1.92
VAN,2023,VAN,VAN,Team Level,other,19,0.52,0.52,0.48,2957.0,34.42,8.82,2.19,7.02,1.18,16.69,11.09,8.58,8.82,8.58,35.0,12.0,21.0,68.0,9.0,4.0,1.0,3.0,1.0,16.0,14.0,26.0,38.0,2.0,4.0,38.0,7.0,6.0,6.0,25.0,11.0,11.0,1.1,1.29,6.44,1.0,2.0,6.0,68.0,47.0,47.0,4.0,0.61,1.56,1.56,7.87,7.87,7.75,35.65,8.29,2.7,6.21,1.32,19.72,11.77,7.87,8.29,7.87,31.0,19.0,13.0,63.0,6.0,5.0,0.0,1.0,0.0,20.0,18.0,25.0,44.0,3.0,6.0,25.0,10.0,3.0,6.0,24.0,16.0,10.0,0.91,2.12,5.26,1.0,1.0,4.0,63.0,50.0,50.0,4.0,0.81,2.06,2.06,7.03,7.03,6.92
VAN,2023,VAN,VAN,Team Level,all,19,0.51,0.5,0.49,68784.0,579.88,62.14,40.53,140.42,19.84,316.66,222.41,59.5,62.86,60.2,561.0,241.0,343.0,1145.0,78.0,68.0,10.0,45.0,4.0,327.0,280.0,483.0,724.0,72.0,163.0,530.0,378.0,114.0,140.0,602.0,126.0,74.0,17.68,15.93,28.53,29.0,22.0,27.0,1172.21,802.0,815.93,92.0,9.04,15.25,15.25,55.92,56.7,55.56,607.72,59.8,42.7,145.47,21.2,326.95,239.88,56.99,59.09,56.3,584.0,252.0,296.0,1132.0,46.0,75.0,7.0,26.0,2.0,383.0,304.0,538.0,790.0,80.0,180.0,517.0,376.0,77.0,165.0,608.0,157.0,71.0,16.23,20.15,23.42,16.0,10.0,20.0,1108.8,836.0,823.77,98.0,9.56,15.37,15.42,53.94,53.28,51.95
VAN,2023,VAN,VAN,Team Level,5on5,19,0.48,0.5,0.48,54131.0,424.5,35.49,27.49,108.11,14.27,230.72,168.93,33.73,36.2,34.43,405.0,180.0,260.0,845.0,45.0,49.0,6.0,34.0,3.0,236.0,218.0,360.0,540.0,66.0,151.0,385.0,350.0,93.0,118.0,462.0,85.0,38.0,13.4,11.06,11.03,22.0,16.0,7.0,872.21,585.0,598.93,83.0,5.68,9.78,9.78,31.39,32.16,31.57,456.51,38.72,30.13,115.91,15.88,241.68,183.67,37.29,38.01,36.6,432.0,194.0,232.0,858.0,28.0,58.0,4.0,20.0,2.0,285.0,233.0,404.0,598.0,69.0,158.0,393.0,350.0,61.0,133.0,474.0,107.0,45.0,12.49,13.81,12.42,14.0,4.0,10.0,834.8,626.0,613.77,76.0,6.29,9.88,9.94,35.07,34.4,33.73
VAN,2023,VAN,VAN,Team Level,4on5,19,0.13,0.11,0.11,5348.0,12.13,1.59,0.72,1.93,0.48,4.31,7.97,1.55,1.59,1.55,15.0,2.0,5.0,22.0,3.0,1.0,1.0,0.0,0.0,3.0,10.0,12.0,14.0,3.0,6.0,44.0,14.0,10.0,5.0,11.0,3.0,3.0,0.23,0.32,1.04,0.0,1.0,2.0,22.0,17.0,17.0,5.0,0.16,0.42,0.42,1.34,1.34,1.33,95.74,11.11,8.89,20.3,3.28,58.42,30.0,10.2,11.11,10.2,100.0,32.0,47.0,179.0,12.0,12.0,3.0,5.0,0.0,69.0,34.0,88.0,120.0,8.0,16.0,57.0,4.0,4.0,11.0,89.0,30.0,13.0,2.39,3.85,4.87,1.0,5.0,6.0,179.0,132.0,132.0,4.0,2.24,3.42,3.42,9.93,9.93,9.46
VAN,2023,VAN,VAN,Team Level,5on4,19,0.91,0.87,0.85,6348.0,108.83,16.24,10.12,23.36,3.91,64.95,34.43,15.65,16.24,15.65,106.0,47.0,57.0,210.0,21.0,14.0,2.0,8.0,0.0,72.0,38.0,85.0,132.0,1.0,2.0,63.0,7.0,5.0,11.0,104.0,27.0,22.0,2.95,3.27,10.01,6.0,3.0,12.0,210.0,153.0,153.0,0.0,2.59,3.5,3.5,15.33,15.33,14.9,19.81,1.69,0.98,3.05,0.71,7.13,14.44,1.63,1.69,1.63,21.0,7.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,21.0,28.0,0.0,0.0,42.0,12.0,9.0,15.0,21.0,4.0,3.0,0.44,0.37,0.88,0.0,0.0,0.0,32.0,28.0,28.0,14.0,0.22,0.0,0.0,1.91,1.91,1.85
ANA,2023,ANA,ANA,Team Level,other,18,0.5,0.52,0.52,3437.0,44.94,10.04,3.53,8.07,1.4,23.78,13.18,8.84,10.04,8.84,45.0,15.0,20.0,80.0,11.0,5.0,1.0,2.0,2.0,26.0,14.0,34.0,49.0,1.0,2.0,26.0,7.0,4.0,9.0,31.0,16.0,13.0,1.24,2.04,6.75,3.0,3.0,5.0,80.0,60.0,60.0,3.0,1.0,2.0,1.83,9.2,9.2,8.44,40.76,10.0,2.77,7.2,1.44,21.13,13.45,8.53,10.0,8.53,35.0,21.0,19.0,75.0,8.0,3.0,0.0,1.0,1.0,25.0,18.0,27.0,48.0,1.0,2.0,44.0,9.0,7.0,13.0,24.0,19.0,13.0,0.89,2.31,6.8,3.0,1.0,4.0,75.0,56.0,56.0,5.0,0.77,1.41,1.41,9.37,9.37,8.48
ANA,2023,ANA,ANA,Team Level,all,18,0.47,0.46,0.46,65275.0,539.27,54.45,35.66,126.63,18.02,286.07,213.16,51.57,54.04,51.17,521.0,213.0,257.0,991.0,51.0,49.0,7.0,33.0,4.0,326.0,271.0,470.0,683.0,96.0,223.0,476.0,335.0,97.0,117.0,533.0,138.0,63.0,15.02,17.11,22.31,13.0,17.0,21.0,978.79,734.0,724.39,57.0,8.05,10.39,10.39,52.11,51.84,50.2,625.21,62.04,44.21,148.34,21.22,344.5,243.7,58.05,62.83,58.81,590.0,274.0,319.0,1183.0,56.0,63.0,5.0,39.0,4.0,393.0,309.0,534.0,808.0,81.0,188.0,540.0,229.0,106.0,126.0,626.0,171.0,67.0,18.29,21.55,22.2,20.0,19.0,17.0,1203.46,864.0,879.31,57.0,9.96,12.31,12.31,59.68,60.34,57.93
ANA,2023,ANA,ANA,Team Level,5on5,18,0.48,0.47,0.47,48286.0,391.5,32.5,23.97,97.85,13.2,205.23,159.24,31.26,32.09,30.87,377.0,155.0,188.0,720.0,28.0,39.0,4.0,24.0,2.0,234.0,205.0,349.0,504.0,86.0,198.0,337.0,311.0,78.0,89.0,402.0,97.0,33.0,11.25,12.11,9.14,8.0,12.0,8.0,707.79,532.0,522.39,45.0,4.97,7.96,7.96,29.51,29.25,28.81,431.69,35.59,28.37,108.36,14.51,234.19,176.98,34.03,36.38,34.79,407.0,191.0,224.0,822.0,34.0,45.0,5.0,31.0,3.0,264.0,221.0,373.0,564.0,70.0,163.0,376.0,204.0,79.0,87.0,463.0,97.0,38.0,13.38,12.28,9.92,12.0,15.0,7.0,842.46,598.0,613.31,47.0,5.88,9.14,9.32,32.15,32.81,32.11
